cve_ent,cve_mun,cve_loc,nom_loc
"07	","032	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","033	","0000	","Francisco León"
"07	","033	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","034	","0000	","Frontera Comalapa"
"07	","034	","0001	","Frontera Comalapa"
"07	","034	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","035	","0000	","Frontera Hidalgo"
"07	","035	","0001	","Frontera Hidalgo"
"07	","035	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","035	","9999	","Localidad no especificada"
"07	","037	","0000	","Huehuetán"
"07	","037	","0001	","Huehuetán"
"07	","037	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","038	","0000	","Huixtán"
"07	","038	","0001	","Huixtán"
"07	","038	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","039	","0000	","Huitiupán"
"07	","039	","0001	","Huitiupán"
"07	","040	","0000	","Huixtla"
"07	","040	","0001	","Huixtla"
"07	","040	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","040	","9999	","Localidad no especificada"
"07	","041	","0000	","La Independencia"
"07	","041	","0001	","La Independencia"
"07	","041	","0081	","El Triunfo"
"07	","041	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","042	","0000	","Ixhuatán"
"07	","042	","0001	","Ixhuatán"
"07	","042	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","042	","9999	","Localidad no especificada"
"07	","043	","0000	","Ixtacomitán"
"07	","043	","0001	","Ixtacomitán"
"07	","043	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","043	","9999	","Localidad no especificada"
"07	","044	","0000	","Ixtapa"
"07	","044	","0001	","Ixtapa"
"07	","044	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","045	","0000	","Ixtapangajoya"
"07	","045	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","046	","0000	","Jiquipilas"
"07	","046	","0001	","Jiquipilas"
"07	","046	","0103	","Tierra y Libertad"
"07	","046	","0104	","Tiltepec"
"07	","046	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","047	","0000	","Jitotol"
"07	","047	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","048	","0000	","Juárez"
"07	","048	","0001	","Juárez"
"07	","048	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","048	","9999	","Localidad no especificada"
"07	","049	","0000	","Larráinzar"
"07	","049	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","050	","0000	","La Libertad"
"07	","050	","0001	","La Libertad"
"07	","050	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","051	","0000	","Mapastepec"
"07	","051	","0001	","Mapastepec"
"07	","051	","0372	","San Miguel"
"07	","051	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","052	","0000	","Las Margaritas"
"07	","052	","0001	","Las Margaritas"
"07	","052	","0032	","El Edén"
"07	","052	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","053	","0000	","Mazapa de Madero"
"07	","053	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","054	","0000	","Mazatán"
"07	","054	","0001	","Mazatán"
"07	","054	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","054	","9999	","Localidad no especificada"
"07	","055	","0000	","Metapa"
"07	","055	","0001	","Metapa de Domínguez"
"07	","055	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","057	","0000	","Motozintla"
"07	","057	","0001	","Motozintla de Mendoza"
"07	","057	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","057	","9999	","Localidad no especificada"
"07	","059	","0000	","Ocosingo"
"07	","059	","0001	","Ocosingo"
"07	","059	","0459	","Santo Domingo"
"07	","059	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","059	","9999	","Localidad no especificada"
"07	","060	","0000	","Ocotepec"
"07	","060	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","061	","0000	","Ocozocoautla de Espinosa"
"07	","061	","0001	","Ocozocoautla de Espinosa"
"07	","061	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","061	","9999	","Localidad no especificada"
"07	","062	","0000	","Ostuacán"
"07	","062	","0001	","Ostuacán"
"07	","062	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","062	","9999	","Localidad no especificada"
"07	","063	","0000	","Osumacinta"
"07	","063	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","064	","0000	","Oxchuc"
"07	","064	","0001	","Oxchuc"
"07	","064	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","065	","0000	","Palenque"
"07	","065	","0001	","Palenque"
"07	","065	","0105	","Río Chancalá"
"07	","065	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","065	","9999	","Localidad no especificada"
"07	","066	","0000	","Pantelhó"
"07	","066	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","067	","0000	","Pantepec"
"07	","067	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","068	","0000	","Pichucalco"
"07	","068	","0001	","Pichucalco"
"07	","068	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","068	","9999	","Localidad no especificada"
"07	","069	","0000	","Pijijiapan"
"07	","069	","0001	","Pijijiapan"
"07	","069	","0003	","Las Brisas"
"07	","069	","0007	","El Carmen"
"07	","069	","0027	","Miguel Alemán Valdez (Jericó)"
"07	","069	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","070	","0000	","El Porvenir"
"07	","070	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","071	","0000	","Villa Comaltitlán"
"07	","071	","0001	","Villa Comaltitlán"
"07	","071	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","072	","0000	","Pueblo Nuevo Solistahuacán"
"07	","072	","0001	","Pueblo Nuevo Solistahuacán"
"07	","072	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","073	","0000	","Rayón"
"07	","073	","0001	","Rayón"
"07	","073	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","074	","0000	","Reforma"
"07	","074	","0001	","Reforma"
"07	","074	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","074	","9999	","Localidad no especificada"
"07	","075	","0000	","Las Rosas"
"07	","075	","0001	","Las Rosas"
"07	","075	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","076	","0000	","Sabanilla"
"07	","076	","0001	","Sabanilla"
"07	","076	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","077	","0000	","Salto de Agua"
"07	","077	","0001	","Salto de Agua"
"07	","077	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","077	","9999	","Localidad no especificada"
"07	","078	","0000	","San Cristóbal de las Casas"
"07	","078	","0001	","San Cristóbal de las Casas"
"07	","078	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","078	","9999	","Localidad no especificada"
"07	","079	","0000	","San Fernando"
"07	","079	","0001	","San Fernando"
"07	","079	","0043	","El Progreso"
"07	","079	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","080	","0000	","Siltepec"
"07	","080	","0001	","Siltepec"
"07	","080	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","081	","0000	","Simojovel"
"07	","081	","0001	","Simojovel de Allende"
"07	","081	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","081	","9999	","Localidad no especificada"
"07	","082	","0000	","Sitalá"
"07	","082	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","083	","0000	","Socoltenango"
"07	","083	","0001	","Socoltenango"
"07	","083	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","084	","0000	","Solosuchiapa"
"07	","084	","0001	","Solosuchiapa"
"07	","084	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","085	","0000	","Soyaló"
"07	","085	","0001	","Soyaló"
"07	","085	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","086	","0000	","Suchiapa"
"07	","086	","0001	","Suchiapa"
"07	","086	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","087	","0000	","Suchiate"
"07	","087	","0001	","Ciudad Hidalgo"
"07	","087	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","087	","9999	","Localidad no especificada"
"07	","088	","0000	","Sunuapa"
"07	","088	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","089	","0000	","Tapachula"
"07	","089	","0001	","Tapachula de Córdova y Ordóñez"
"07	","089	","0148	","Puerto Madero (San Benito)"
"07	","089	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","089	","9999	","Localidad no especificada"
"07	","090	","0000	","Tapalapa"
"07	","090	","0001	","Tapalapa"
"07	","090	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","091	","0000	","Tapilula"
"07	","091	","0001	","Tapilula"
"07	","092	","0000	","Tecpatán"
"07	","092	","0001	","Tecpatán"
"07	","092	","0011	","Emiliano Zapata"
"07	","092	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","093	","0000	","Tenejapa"
"07	","093	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","094	","0000	","Teopisca"
"07	","094	","0001	","Teopisca"
"07	","094	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","096	","0000	","Tila"
"07	","096	","0001	","Tila"
"07	","096	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","097	","0000	","Tonalá"
"07	","097	","0001	","Tonalá"
"07	","097	","0014	","Durango (Victórico R. Grajales)"
"07	","097	","0017	","Tres Picos"
"07	","097	","0026	","Ignacio Ramírez"
"07	","097	","0040	","Paredón"
"07	","097	","1228	","Los Cocos"
"07	","097	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","097	","9999	","Localidad no especificada"
"07	","098	","0000	","Totolapa"
"07	","098	","0001	","Totolapa"
"07	","098	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","099	","0000	","La Trinitaria"
"07	","099	","0001	","La Trinitaria"
"07	","099	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","100	","0000	","Tumbalá"
"07	","100	","0001	","Tumbalá"
"07	","100	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","101	","0000	","Tuxtla Gutiérrez"
"07	","101	","0001	","Tuxtla Gutiérrez"
"07	","101	","0037	","Copoya"
"07	","101	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","101	","9999	","Localidad no especificada"
"07	","102	","0000	","Tuxtla Chico"
"07	","102	","0001	","Tuxtla Chico"
"07	","102	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","102	","9999	","Localidad no especificada"
"07	","103	","0000	","Tuzantán"
"07	","103	","0001	","Tuzantán"
"07	","103	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","104	","0000	","Tzimol"
"07	","104	","0001	","Tzimol"
"07	","104	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","105	","0000	","Unión Juárez"
"07	","105	","0001	","Unión Juárez"
"07	","105	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","106	","0000	","Venustiano Carranza"
"07	","106	","0001	","Venustiano Carranza"
"07	","106	","0109	","San Francisco Pujiltic"
"07	","106	","0151	","Soyatitán"
"07	","106	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","106	","9999	","Localidad no especificada"
"07	","107	","0000	","Villa Corzo"
"07	","107	","0001	","Villa Corzo"
"07	","107	","0034	","San Pedro Buenavista"
"07	","107	","0183	","1ro. de Mayo"
"07	","107	","0200	","Revolución Mexicana"
"07	","107	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","108	","0000	","Villaflores"
"07	","108	","0001	","Villaflores"
"07	","108	","0024	","Benito Juárez"
"07	","108	","0068	","Cristóbal Obregón"
"07	","108	","0070	","Cuauhtémoc"
"07	","108	","0081	","Doctor Domingo Chanona"
"07	","108	","0120	","Jesús María Garza"
"07	","108	","0121	","Joaquín Miguel Gutiérrez"
"07	","108	","0176	","Nuevo México"
"07	","108	","0334	","Villa Hidalgo"
"07	","108	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","109	","0000	","Yajalón"
"07	","109	","0001	","Yajalón"
"07	","109	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","111	","0000	","Zinacantán"
"07	","111	","0001	","Zinacantán"
"07	","111	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","112	","0000	","San Juan Cancuc"
"07	","112	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","114	","0000	","Benemérito de las Américas"
"07	","114	","0001	","Benemérito de las Américas"
"07	","114	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","115	","0000	","Maravilla Tenejapa"
"07	","115	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","116	","0000	","Marqués de Comillas"
"07	","116	","0001	","Zamora Pico de Oro"
"07	","116	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","117	","0000	","Montecristo de Guerrero"
"07	","117	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","121	","0000	","Rincón Chamula San Pedro"
"07	","121	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","122	","0000	","El Parral"
"07	","122	","0001	","El Parral"
"07	","123	","0000	","Emiliano Zapata"
"07	","123	","0001	","20 de Noviembre"
"07	","123	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","124	","0000	","Mezcalapa"
"07	","124	","0001	","Raudales Malpaso"
"07	","124	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"07	","998	","0000	","No aplica"
"07	","999	","0000	","Municipio no especificado"
"07	","999	","9999	","Localidad no especificada"
"08	","000	","0000	","Chihuahua"
"08	","001	","0000	","Ahumada"
"08	","001	","0001	","Miguel Ahumada"
"08	","001	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","002	","0000	","Aldama"
"08	","002	","0001	","Juan Aldama"
"08	","002	","0077	","San Diego de Alcalá"
"08	","002	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","003	","0000	","Allende"
"08	","003	","0001	","Valle de Ignacio Allende"
"08	","003	","0086	","Pueblito de Allende"
"08	","003	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","004	","0000	","Aquiles Serdán"
"08	","004	","0001	","Santa Eulalia"
"08	","004	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","005	","0000	","Ascensión"
"08	","005	","0001	","Ascensión"
"08	","005	","0068	","Puerto Palomas de Villa"
"08	","005	","0110	","Palomas Viejo"
"08	","005	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","006	","0000	","Bachíniva"
"08	","006	","0001	","Bachíniva"
"08	","006	","0014	","El Porvenir"
"08	","006	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","007	","0000	","Balleza"
"08	","007	","0135	","Ejido el Vergel"
"08	","007	","0426	","Los Sauces"
"08	","007	","0532	","San Juan"
"08	","007	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","008	","0000	","Batopilas de Manuel Gómez Morín"
"08	","008	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","009	","0000	","Bocoyna"
"08	","009	","0001	","Bocoyna"
"08	","009	","0034	","Creel"
"08	","009	","0169	","San Juanito"
"08	","009	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","010	","0000	","Buenaventura"
"08	","010	","0001	","San Buenaventura"
"08	","010	","0005	","Ejido Benito Juárez"
"08	","010	","0026	","Flores Magón"
"08	","010	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","011	","0000	","Camargo"
"08	","011	","0001	","Santa Rosalía de Camargo"
"08	","011	","0122	","La Perla"
"08	","011	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","011	","9999	","Localidad no especificada"
"08	","012	","0000	","Carichí"
"08	","012	","0001	","Carichí"
"08	","012	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","013	","0000	","Casas Grandes"
"08	","013	","0001	","Casas Grandes"
"08	","013	","0014	","Guadalupe Victoria"
"08	","013	","0016	","Ejido Ignacio Zaragoza (El Willy)"
"08	","013	","0017	","Colonia Juárez"
"08	","013	","0018	","Juan Mata Ortíz (Pearson)"
"08	","013	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","014	","0000	","Coronado"
"08	","014	","0001	","José Esteban Coronado"
"08	","014	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","014	","9999	","Localidad no especificada"
"08	","015	","0000	","Coyame del Sotol"
"08	","015	","0001	","Santiago de Coyame"
"08	","015	","0209	","Coyamito"
"08	","015	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","016	","0000	","La Cruz"
"08	","016	","0001	","La Cruz"
"08	","016	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","017	","0000	","Cuauhtémoc"
"08	","017	","0001	","Cuauhtémoc"
"08	","017	","0005	","Colonia Anáhuac"
"08	","017	","0106	","Colonia Obregón (Rubio)"
"08	","017	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","017	","9999	","Localidad no especificada"
"08	","018	","0000	","Cusihuiriachi"
"08	","018	","0001	","Cusihuiriachi"
"08	","018	","0046	","Llanos de Reforma"
"08	","018	","0219	","Chihuahuita"
"08	","018	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"08	","019	","0000	","Chihuahua"
"08	","019	","0001	","Chihuahua"
"08	","019	","0234	","Abraham González"
"08	","019	","0241	","Ciénega de Ortíz (Boca de Ciénega)"
"08	","019	","0247	","Ejido Estación Terrazas y Minas del Cobre"
"08	","019	","0254	","Ejido Chuvíscar"
"08	","019	","0280	","Colonia Ocampo (Hacienda el Torreón)"
"08	","019	","0289	","Colonia Sacramento"
"08	","019	","0300	","El Sauz"
